Market Name,Year,Count
Network Hardware,2012,2
Quality Assurance,2012,1
Same Day Delivery,2012,1
Photo Editing,2012,2
Private Cloud,2012,2
Home Improvement,2012,2
Eyewear,2012,1
Shipping,2012,6
Product Management,2012,1
IaaS,2012,3
Child Care,2012,1
Video Conferencing,2012,4
Video Chat,2012,4
PC Games,2012,2
Amusement Park and Arcade,2012,1
GPS,2012,1
Religion,2012,1
Family,2012,1
Energy Storage,2012,2
Consumer Lending,2012,3
Geospatial,2012,2
Corrections Facilities,2012,1
Celebrity,2012,3
Local Business,2012,2
Boating,2012,1
Tutoring,2012,5
Outdoor Advertising,2012,1
Virtual Desktop,2012,1
Journalism,2012,1
A/B Testing,2012,1
Communications Infrastructure,2012,3
Edutainment,2012,2
Direct Sales,2012,1
Task Management,2012,4
Intrusion Detection,2012,1
Homeland Security,2012,1
Physical Security,2012,1
Semiconductor,2012,4
NFC,2012,2
Music Streaming,2012,1
Concerts,2012,1
Graphic Design,2012,1
Virtual Currency,2012,1
Clinical Trials,2012,2
Interior Design,2012,3
Billing,2012,2
Waste Management,2012,2
Outdoors,2012,2
Elderly,2012,2
Generation Z,2012,1
Millennials,2012,1
Generation Y,2012,1
Wood Processing,2012,1
Machinery Manufacturing,2012,1
Nightclubs,2012,1
Green Building,2012,1
Fleet Management,2012,1
Casual Games,2012,1
Podcast,2012,1
STEM Education,2012,1
Embedded Systems,2012,1
Farming,2012,2
Sales,2012,4
Social Media Advertising,2012,1
Guides,2012,2
Baby,2012,1
Power Grid,2012,1
Console Games,2012,1
Text Analytics,2012,2
Presentations,2012,1
Productivity Tools,2012,1
Marine Transportation,2012,1
Home and Garden,2012,1
Cloud Storage,2012,1
Multi-level Marketing,2012,1
ERP,2012,1
Lead Management,2012,1
Public Safety,2012,1
Health Care,2014,193
Delivery,2014,11
Grocery,2014,1
E-Commerce,2014,127
Home Renovation,2014,6
Internet,2014,141
Mobile Apps,2014,36
Developer APIs,2014,20
Education,2014,86
Logistics,2014,26
Medical,2014,62
Health Diagnostics,2014,13
Brand Marketing,2014,25
Retail,2014,37
Retail Technology,2014,23
Customer Service,2014,22
Men's,2014,2
Fashion,2014,35
Database,2014,7
Computer,2014,21
Big Data,2014,117
Manufacturing,2014,27
Billing,2014,3
FinTech,2014,95
Software,2014,258
Medical Device,2014,27
E-Learning,2014,16
EdTech,2014,22
Developer Tools,2014,38
Energy,2014,11
Online Portals,2014,11
Energy Management,2014,5
B2B,2014,37
Clean Energy,2014,5
Industrial,2014,9
Energy Storage,2014,5
CleanTech,2014,6
Travel,2014,43
Virtual Reality,2014,29
Augmented Reality,2014,15
Virtualization,2014,7
Tourism,2014,11
Agriculture,2014,22
Farming,2014,11
AgTech,2014,4
Cloud Computing,2014,34
Real Estate,2014,57
Rental,2014,5
Marketing Automation,2014,26
Analytics,2014,129
Subscription Service,2014,16
Cloud Management,2014,6
Cloud Data Services,2014,18
Cloud Infrastructure,2014,10
Presentations,2014,4
Organic Food,2014,10
Farmers Market,2014,3
Apps,2014,146
Hospital,2014,13
Advertising,2014,50
Mobile Advertising,2014,18
Digital Media,2014,56
Information Technology,2014,135
Food and Beverage,2014,19
Marketplace,2014,55
Sustainability,2014,10
Payments,2014,27
Enterprise Software,2014,128
Product Design,2014,15
Market Research,2014,16
Artificial Intelligence,2014,81
Nanotechnology,2014,4
Advanced Materials,2014,4
Biotechnology,2014,56
Bioinformatics,2014,2
Mobile,2014,274
3D Printing,2014,9
Nutrition,2014,7
Food Processing,2014,11
Coffee,2014,2
Legal,2014,13
Hospitality,2014,31
Network Security,2014,33
Universities,2014,2
Cyber Security,2014,52
Security,2014,54
mHealth,2014,27
SaaS,2014,187
Food Delivery,2014,3
Organic,2014,1
Privacy,2014,10
Machine Learning,2014,81
Commercial Real Estate,2014,12
Location Based Services,2014,21
Advertising Platforms,2014,27
Mobile Devices,2014,7
Women's,2014,7
Communities,2014,15
Gamification,2014,7
Developer Platform,2014,13
Consumer Research,2014,2
Consumer Goods,2014,9
Fitness,2014,32
Tea,2014,1
Aerospace,2014,17
Information Services,2014,26
Virtual Assistant,2014,3
Lifestyle,2014,27
Service Industry,2014,24
Wine And Spirits,2014,9
Android,2014,26
Hardware,2014,56
Consumer Electronics,2014,41
iOS,2014,26
Architecture,2014,5
Digital Marketing,2014,10
Mobile Payments,2014,19
Social Media,2014,91
Training,2014,12
Data Center,2014,6
Biopharma,2014,8
Therapeutics,2014,14
Restaurants,2014,27
Social Media Marketing,2014,14
Content Marketing,2014,4
Genetics,2014,13
Web Design,2014,5
Marketing,2014,26
Property Management,2014,14
Private Social Networking,2014,11
Employment,2014,7
Human Resources,2014,47
Recruiting,2014,35
Sales Automation,2014,14
Financial Services,2014,69
Transportation,2014,29
Ride Sharing,2014,6
Finance,2014,38
Real Time,2014,24
Content Discovery,2014,8
Life Science,2014,5
Pharmaceutical,2014,13
Shopping,2014,18
GreenTech,2014,2
Public Safety,2014,7
Messaging,2014,37
Crowdfunding,2014,13
Industrial Automation,2014,3
Robotics,2014,38
Supply Chain Management,2014,15
Gift Card,2014,3
Open Source,2014,14
Small and Medium Businesses,2014,23
Skill Assessment,2014,2
Construction,2014,11
3D Technology,2014,12
Gift,2014,2
Local,2014,19
Business Development,2014,11
Publishing,2014,17
Art,2014,14
CRM,2014,23
Infrastructure,2014,7
Home Decor,2014,6
Meeting Software,2014,4
Business Intelligence,2014,35
Predictive Analytics,2014,30
Social Entrepreneurship,2014,2
Sporting Goods,2014,5
Chemical,2014,3
Building Material,2014,2
Product Research,2014,4
Social,2014,8
Sensor,2014,8
Internet of Things,2014,77
Data Visualization,2014,20
Automotive,2014,22
Electronics,2014,21
Politics,2014,5
Cryptocurrency,2014,3
Government,2014,4
Media and Entertainment,2014,23
Video,2014,51
Content,2014,22
Personal Health,2014,22
Motion Capture,2014,1
Productivity Tools,2014,7
Enterprise Applications,2014,6
Ediscovery,2014,2
Power Grid,2014,2
Smart Home,2014,12
Smart Building,2014,2
Energy Efficiency,2014,4
Wireless,2014,16
Network Hardware,2014,2
Parking,2014,5
Sales,2014,7
Direct Sales,2014,2
Public Relations,2014,5
Social Media Management,2014,8
Search Engine,2014,19
Sports,2014,43
Wellness,2014,17
Consumer Lending,2014,4
Car Sharing,2014,1
SEO,2014,6
Content Creators,2014,3
Real Estate Investment,2014,6
Higher Education,2014,4
Dental,2014,4
Air Transportation,2014,2
Self-Storage,2014,2
Music Education,2014,1
Beauty,2014,11
Consumer,2014,21
Interior Design,2014,5
Collectibles,2014,1
Consumer Software,2014,3
DIY,2014,5
Edutainment,2014,3
Crowdsourcing,2014,17
Green Consumer Goods,2014,2
Product Search,2014,1
Adventure Travel,2014,7
Consulting,2014,6
Oil and Gas,2014,8
Geospatial,2014,6
Project Management,2014,10
Collaboration,2014,21
PaaS,2014,6
IT Infrastructure,2014,3
Child Care,2014,4
Solar,2014,10
Alumni,2014,1
Events,2014,27
Drones,2014,19
Data Integration,2014,15
Social Media Advertising,2014,4
Social Network,2014,14
Facial Recognition,2014,1
Communications Infrastructure,2014,6
Mapping Services,2014,3
Natural Language Processing,2014,12
Veterinary,2014,4
Wearables,2014,27
Event Management,2014,11
Transaction Processing,2014,3
Document Management,2014,5
Banking,2014,10
Application Performance Management,2014,3
Peer to Peer,2014,4
Web Development,2014,10
Gaming,2014,21
Ticketing,2014,9
Photo Editing,2014,3
Soccer,2014,1
Credit Cards,2014,2
Aquaculture,2014,2
Enterprise,2014,6
Loyalty Programs,2014,7
Renewable Energy,2014,2
Personalization,2014,16
Text Analytics,2014,4
Parenting,2014,9
Family,2014,3
Photography,2014,18
Children,2014,7
Consumer Applications,2014,3
Social Innovation,2014,2
Leisure,2014,8
Image Recognition,2014,6
Computer Vision,2014,10
Digital Entertainment,2014,8
Point of Sale,2014,6
Insurance,2014,13
Reservations,2014,3
Credit,2014,8
Podcast,2014,2
News,2014,14
Biometrics,2014,6
Impact Investing,2014,4
Ad Targeting,2014,3
Ad Retargeting,2014,1
Lending,2014,5
Scheduling,2014,2
Risk Management,2014,9
Affiliate Marketing,2014,1
Innovation Management,2014,6
Cooking,2014,4
Cosmetics,2014,2
Delivery Service,2014,3
Web Hosting,2014,6
Wealth Management,2014,5
Web Apps,2014,5
Blogging Platforms,2014,6
Cloud Security,2014,12
Pet,2014,6
Professional Networking,2014,8
Corporate Training,2014,6
Tutoring,2014,4
Language Learning,2014,4
Music,2014,25
Software Engineering,2014,4
Financial Exchanges,2014,4
Audio,2014,13
Collaborative Consumption,2014,8
Music Venues,2014,4
Freelance,2014,3
Fantasy Sports,2014,4
Intellectual Property,2014,3
Electric Vehicle,2014,2
Sponsorship,2014,3
Professional Services,2014,5
Outsourcing,2014,1
Accounting,2014,3
Baby,2014,2
Compliance,2014,6
Residential,2014,1
Career Planning,2014,5
Personal Finance,2014,9
Video Games,2014,19
Bitcoin,2014,28
Social CRM,2014,3
Sharing Economy,2014,6
Clinical Trials,2014,5
Office Administration,2014,2
Procurement,2014,4
eSports,2014,5
Navigation,2014,6
Virtual Currency,2014,3
Neuroscience,2014,3
Telecommunications,2014,15
ISP,2014,2
Business Information Systems,2014,1
Photo Sharing,2014,21
App Discovery,2014,1
Lead Generation,2014,8
Coworking,2014,2
SMS,2014,3
Video Streaming,2014,17
Video Editing,2014,2
Recreation,2014,1
GPS,2014,3
Email,2014,9
STEM Education,2014,3
Social News,2014,2
College Recruiting,2014,3
Same Day Delivery,2014,1
Building Maintenance,2014,1
Identity Management,2014,5
Performing Arts,2014,3
Lighting,2014,2
Journalism,2014,4
Semantic Search,2014,5
Public Transportation,2014,3
Content Delivery Network,2014,2
Visual Search,2014,1
Nursing and Residential Care,2014,2
Broadcasting,2014,7
Electrical Distribution,2014,1
Elder Care,2014,5
EBooks,2014,2
Craft Beer,2014,1
Direct Marketing,2014,4
Social Recruiting,2014,4
Knowledge Management,2014,8
Non Profit,2014,10
Ad Network,2014,3
Email Marketing,2014,7
Natural Resources,2014,1
Commercial Insurance,2014,1
InsurTech,2014,2
Property Insurance,2014,1
Shipping,2014,7
Data Center Automation,2014,3
Consumer Reviews,2014,2
Rental Property,2014,3
GovTech,2014,5
Water,2014,9
Precious Metals,2014,1
Mining Technology,2014,1
E-Commerce Platforms,2014,8
Psychology,2014,1
CAD,2014,2
Data Mining,2014,6
Human Computer Interaction,2014,2
NFC,2014,2
QR Codes,2014,1
IT Management,2014,4
Nightclubs,2014,1
Serious Games,2014,1
Secondary Education,2014,1
Retirement,2014,3
Digital Signage,2014,5
Mining,2014,1
Recycling,2014,1
Freight Service,2014,2
Contact Management,2014,3
A/B Testing,2014,1
Online Games,2014,2
IaaS,2014,2
Creative Agency,2014,3
Charity,2014,5
Battery,2014,2
Health Insurance,2014,3
Semiconductor,2014,6
Web Browsers,2014,1
Test and Measurement,2014,6
Video Chat,2014,1
Outdoors,2014,2
Green Building,2014,1
Reputation,2014,2
Intrusion Detection,2014,1
Penetration Testing,2014,1
Toys,2014,4
Social Shopping,2014,1
TV,2014,4
Flowers,2014,1
Advice,2014,1
Primary Education,2014,2
EHR,2014,1
Animation,2014,2
Auctions,2014,1
Local Business,2014,2
Coupons,2014,2
Dating,2014,7
Quantified Self,2014,1
Technical Support,2014,2
Autonomous Vehicles,2014,5
Content Syndication,2014,2
Commercial,2014,2
Funerals,2014,1
Product Management,2014,3
Assisted Living,2014,1
Celebrity,2014,1
Cause Marketing,2014,1
App Marketing,2014,3
Home Health Care,2014,2
Translation Service,2014,2
Diabetes,2014,2
Virtual World,2014,2
VoIP,2014,1
Cloud Storage,2014,3
Quality Assurance,2014,2
Film Production,2014,3
Speech Recognition,2014,2
Communication Hardware,2014,3
Drone Management,2014,1
Fuel,2014,1
Micro Lending,2014,1
Music Streaming,2014,1
Wholesale,2014,1
Task Management,2014,7
Industrial Design,2014,1
Industrial Engineering,2014,1
Mechanical Engineering,2014,1
B2C,2014,3
National Security,2014,3
Assistive Technology,2014,1
Operating Systems,2014,3
Water Purification,2014,2
Field Support,2014,1
Staffing Agency,2014,4
Adult,2014,1
Dietary Supplements,2014,3
Social Bookmarking,2014,1
Freemium,2014,1
Private Cloud,2014,1
Optical Communication,2014,1
Cosmetic Surgery,2014,1
Flash Storage,2014,4
Semantic Web,2014,1
Furniture,2014,3
Video on Demand,2014,2
Handmade,2014,1
Data Storage,2014,4
Film,2014,3
Online Auctions,2014,1
Management Consulting,2014,1
Wedding,2014,2
Gambling,2014,1
PC Games,2014,1
Linux,2014,2
Management Information Systems,2014,2
Personal Branding,2014,1
Fraud Detection,2014,3
ERP,2014,2
Embedded Software,2014,3
Intelligent Systems,2014,1
Local Advertising,2014,3
Landscaping,2014,2
Packaging Services,2014,2
Employee Benefits,2014,2
Marijuana,2014,1
Video Advertising,2014,3
Shoes,2014,1
File Sharing,2014,1
Elderly,2014,1
LGBT,2014,2
Home Improvement,2014,1
Jewelry,2014,1
Religion,2014,1
Young Adults,2014,3
Travel Agency,2014,1
Lingerie,2014,1
Environmental Engineering,2014,2
Browser Extensions,2014,1
Millennials,2014,1
Alternative Medicine,2014,2
Outdoor Advertising,2014,1
Hedge Funds,2014,1
Commercial Lending,2014,1
Venture Capital,2014,2
TV Production,2014,1
Stock Exchanges,2014,1
Casino,2014,1
Asset Management,2014,2
Hotel,2014,2
Travel Accommodations,2014,1
Machinery Manufacturing,2014,1
Trading Platform,2014,1
Video Conferencing,2014,1
Bakery,2014,1
Event Promotion,2014,1
Gift Exchange,2014,1
Ad Server,2014,1
Recipes,2014,1
Printing,2014,1
Racing,2014,1
Satellite Communication,2014,1
Space Travel,2014,1
Social Media Marketing,2016,3
Photo Sharing,2016,4
Software,2016,60
Intellectual Property,2016,1
Rental,2016,5
Real Estate Investment,2016,4
Real Estate,2016,17
Auto Insurance,2016,1
Internet of Things,2016,19
Mobile,2016,29
Consumer Electronics,2016,5
Automotive,2016,13
Web Apps,2016,2
Digital Marketing,2016,7
Web Development,2016,4
Mobile Apps,2016,29
Information Technology,2016,27
Lifestyle,2016,6
Fitness,2016,10
Sports,2016,10
Medical,2016,11
Health Care,2016,42
EdTech,2016,5
Cyber Security,2016,9
Industrial,2016,3
Security,2016,15
Medical Device,2016,9
Industrial Manufacturing,2016,1
Industrial Automation,2016,2
Robotics,2016,12
Hardware,2016,8
Trading Platform,2016,1
Logistics,2016,11
Shipping,2016,3
SaaS,2016,40
Psychology,2016,1
Natural Language Processing,2016,5
Artificial Intelligence,2016,56
Health Diagnostics,2016,7
Agriculture,2016,5
Drones,2016,5
Personal Health,2016,8
Transportation,2016,13
Cloud Management,2016,4
Cloud Computing,2016,10
Developer Tools,2016,5
eSports,2016,3
PC Games,2016,1
Online Games,2016,3
Therapeutics,2016,2
Biotechnology,2016,15
Developer Platform,2016,4
Video Games,2016,4
Augmented Reality,2016,12
Gaming,2016,9
Internet,2016,23
Virtual Assistant,2016,3
Autonomous Vehicles,2016,5
Fashion,2016,7
Online Auctions,2016,1
Apps,2016,24
A/B Testing,2016,1
Machine Learning,2016,36
Crowdsourcing,2016,5
Predictive Analytics,2016,9
Analytics,2016,16
Geospatial,2016,2
Travel,2016,16
Cosmetics,2016,1
Coffee,2016,2
Sustainability,2016,2
FinTech,2016,23
Supply Chain Management,2016,4
Consumer Goods,2016,4
Insurance,2016,7
E-Commerce,2016,29
Education,2016,15
Marketplace,2016,24
Marketing,2016,17
E-Learning,2016,4
Language Learning,2016,3
Service Industry,2016,11
Hotel,2016,2
B2B,2016,8
Digital Entertainment,2016,3
Music,2016,8
Nightlife,2016,1
mHealth,2016,3
Financial Services,2016,23
Alternative Medicine,2016,2
Data Storage,2016,1
Cloud Storage,2016,3
Enterprise Software,2016,31
Computer,2016,14
Media and Entertainment,2016,11
Marketing Automation,2016,6
Advertising Platforms,2016,4
Business Development,2016,2
Venture Capital,2016,2
Asset Management,2016,2
Smart Building,2016,3
Building Maintenance,2016,1
Energy Efficiency,2016,2
Hospital,2016,3
Digital Media,2016,10
Neuroscience,2016,1
Social Network,2016,8
Dating,2016,2
Location Based Services,2016,3
Brand Marketing,2016,7
Advertising,2016,10
Video,2016,4
Video Streaming,2016,5
Publishing,2016,4
Ad Exchange,2016,1
Retail,2016,7
Retail Technology,2016,11
Personalization,2016,4
Children,2016,5
Pet,2016,2
Animal Feed,2016,1
Productivity Tools,2016,5
Corporate Training,2016,1
Wellness,2016,10
Food and Beverage,2016,10
Restaurants,2016,7
Food Delivery,2016,4
Virtual Reality,2016,14
Gift,2016,1
Big Data,2016,21
Cloud Data Services,2016,3
Outpatient Care,2016,1
Child Care,2016,2
Food Processing,2016,4
Tutoring,2016,4
Freelance,2016,3
Customer Service,2016,7
Network Security,2016,3
Pharmaceutical,2016,3
Property Insurance,2016,2
Eyewear,2016,1
SEO,2016,1
Search Engine,2016,3
Web Design,2016,1
Payments,2016,3
Messaging,2016,6
Collaboration,2016,4
PaaS,2016,6
Developer APIs,2016,6
Social Media,2016,16
Finance,2016,15
Wealth Management,2016,1
Cooking,2016,1
Events,2016,5
Sponsorship,2016,1
Personal Finance,2016,2
File Sharing,2016,2
Crowdfunding,2016,4
Content,2016,2
Same Day Delivery,2016,1
Open Source,2016,4
Impact Investing,2016,2
GPS,2016,1
Wearables,2016,2
Home Decor,2016,3
Furniture,2016,3
Self-Storage,2016,2
Consulting,2016,4
Data Visualization,2016,5
Small and Medium Businesses,2016,2
AgTech,2016,1
Property Management,2016,2
Leisure,2016,2
Consumer Reviews,2016,2
Sales,2016,5
Broadcasting,2016,1
Content Delivery Network,2016,2
Religion,2016,2
Nutrition,2016,3
Cloud Security,2016,2
Software Engineering,2016,3
Genetics,2016,3
Commercial Real Estate,2016,3
Shopping,2016,4
E-Commerce Platforms,2016,5
Procurement,2016,1
Cloud Infrastructure,2016,6
Beauty,2016,3
Point of Sale,2016,2
Mobile Payments,2016,2
Communities,2016,6
Online Forums,2016,1
3D Printing,2016,3
CleanTech,2016,1
Solar,2016,3
Renewable Energy,2016,1
Outdoors,2016,2
Database,2016,3
Knowledge Management,2016,1
CRM,2016,2
Sales Automation,2016,4
Computer Vision,2016,6
Content Creators,2016,2
Content Marketing,2016,1
Web Browsers,2016,1
Hospitality,2016,6
Product Management,2016,3
Social Media Advertising,2016,3
Railroad,2016,1
Telecommunications,2016,4
Identity Management,2016,3
Natural Resources,2016,2
Oil and Gas,2016,1
Energy,2016,3
News,2016,4
Product Search,2016,1
Social Entrepreneurship,2016,1
Recreation,2016,1
Life Insurance,2016,1
Wireless,2016,1
Incubators,2016,1
Government,2016,3
IT Management,2016,4
Peer to Peer,2016,4
Distillery,2016,1
Wine And Spirits,2016,2
Application Performance Management,2016,1
Home Renovation,2016,2
Fraud Detection,2016,3
Digital Signage,2016,1
Physical Security,2016,2
Video Conferencing,2016,1
Video Chat,2016,1
Ferry Service,2016,1
Tourism,2016,3
Water Transportation,2016,1
Delivery,2016,2
Risk Management,2016,2
Fuel,2016,1
Ride Sharing,2016,2
Real Time,2016,2
Banking,2016,2
Communication Hardware,2016,1
Manufacturing,2016,3
Air Transportation,2016,1
Transaction Processing,2016,1
Human Resources,2016,6
Shoes,2016,1
Men's,2016,1
Legal,2016,3
Advice,2016,1
Project Management,2016,3
Task Management,2016,2
Information Services,2016,4
Email,2016,2
Space Travel,2016,2
Aerospace,2016,1
Data Mining,2016,2
Business Intelligence,2016,2
Credit Cards,2016,1
Consumer,2016,9
Audio,2016,1
Podcast,2016,1
Higher Education,2016,1
Accounting,2016,2
Online Portals,2016,1
Lending,2016,2
Credit,2016,1
Music Streaming,2016,1
Bitcoin,2016,1
Ticketing,2016,1
Public Safety,2016,2
Wedding,2016,1
Enterprise,2016,4
Optical Communication,2016,1
Electronics,2016,2
Semiconductor,2016,1
Health Insurance,2016,1
Billing,2016,1
iOS,2016,2
Android,2016,2
ICT,2016,1
Travel Accommodations,2016,2
Recruiting,2016,6
Staffing Agency,2016,2
Parenting,2016,1
Primary Education,2016,1
Winery,2016,1
Charity,2016,1
Energy Management,2016,1
Rental Property,2016,2
GovTech,2016,1
Image Recognition,2016,1
Marijuana,2016,2
Farming,2016,1
Mobile Advertising,2016,3
Law Enforcement,2016,1
Smart Home,2016,2
Coworking,2016,2
Interior Design,2016,4
Delivery Service,2016,1
Simulation,2016,2
Sharing Economy,2016,4
Reading Apps,2016,1
Personal Development,2016,2
Adventure Travel,2016,2
Business Travel,2016,1
Cryptocurrency,2016,1
3D Technology,2016,2
Politics,2016,1
GPU,2016,1
Warehousing,2016,1
Blogging Platforms,2016,1
Enterprise Applications,2016,2
Virtual Workforce,2016,2
Product Design,2016,4
Event Management,2016,1
Photography,2016,1
Consumer Lending,2016,1
Local Advertising,2016,1
Employment,2016,1
Millennials,2016,1
Professional Services,2016,1
Sensor,2016,2
Parking,2016,1
Toys,2016,1
Edutainment,2016,1
Professional Networking,2016,1
Lead Management,2016,1
Internet Radio,2016,1
Debt Collections,2016,1
Training,2016,1
Journalism,2016,1
Water,2016,1
Women's,2016,4
Mapping Services,2016,1
Private Social Networking,2016,1
IaaS,2016,2
Navigation,2016,1
Employee Benefits,2016,1
Retirement,2016,1
Semantic Search,2016,1
Virtualization,2016,3
Content Discovery,2016,1
Contact Management,2016,1
Career Planning,2016,1
Art,2016,2
Loyalty Programs,2016,1
Direct Sales,2016,1
RFID,2016,1
Home Services,2016,1
Housekeeping Service,2016,1
Home Improvement,2016,1
Water Purification,2016,1
Paper Manufacturing,2016,1
Market Research,2016,1
Military,2016,1
Drone Management,2016,1
Car Sharing,2016,1
Vocational Education,2016,1
Lead Generation,2016,1
Consumer Software,2016,1
Communications Infrastructure,2016,1
Privacy,2016,1
Text Analytics,2016,1
Compliance,2016,1
InsurTech,2016,2
Leasing,2016,1
Data Center Automation,2016,1
Social,2016,1
Snack Food,2016,1
Private Cloud,2016,2
Reservations,2016,1
App Marketing,2016,1
Clinical Trials,2016,1
Public Transportation,2016,1
Document Management,2000,3
Software,2000,63
Email Marketing,2000,2
Marketing Automation,2000,2
Clean Energy,2000,3
Renewable Energy,2000,1
Waste Management,2000,2
Service Industry,2000,9
Supply Chain Management,2000,2
Enterprise Software,2000,49
Small and Medium Businesses,2000,1
Finance,2000,8
Robotics,2000,2
Medical Device,2000,6
Health Care,2000,38
3D Technology,2000,2
Project Management,2000,1
Developer Platform,2000,3
Big Data,2000,10
Biotechnology,2000,39
Health Diagnostics,2000,7
Payments,2000,5
Credit,2000,1
E-Commerce,2000,14
Energy Management,2000,2
Wireless,2000,19
Manufacturing,2000,15
Genetics,2000,5
Consulting,2000,7
Financial Services,2000,8
Web Hosting,2000,10
Telecommunications,2000,17
VoIP,2000,6
Security,2000,17
Information Technology,2000,28
Network Security,2000,7
Infrastructure,2000,4
Internet of Things,2000,4
Hospital,2000,5
Pharmaceutical,2000,16
Fitness,2000,2
Therapeutics,2000,5
Nutrition,2000,1
Peer to Peer,2000,1
Public Relations,2000,2
Personal Finance,2000,1
ISP,2000,2
Market Research,2000,3
Business Intelligence,2000,5
Advertising,2000,15
Analytics,2000,29
Medical,2000,11
Fashion,2000,2
Retail,2000,7
Professional Networking,2000,1
Hardware,2000,10
Web Development,2000,3
Mobile Apps,2000,1
SaaS,2000,18
Electronics,2000,8
Risk Management,2000,6
Life Science,2000,3
Product Research,2000,1
Semiconductor,2000,4
Recruiting,2000,6
Information Services,2000,6
Data Integration,2000,3
Lead Generation,2000,2
Search Engine,2000,3
Content,2000,4
Public Transportation,2000,2
Car Sharing,2000,1
Transportation,2000,2
Network Hardware,2000,4
Loyalty Programs,2000,1
Education,2000,8
Travel,2000,4
Restaurants,2000,1
Internet,2000,17
RFID,2000,3
Human Resources,2000,4
Nanotechnology,2000,1
Clinical Trials,2000,2
Photography,2000,3
Printing,2000,2
Publishing,2000,4
Digital Media,2000,8
Home Decor,2000,1
Lifestyle,2000,3
Furniture,2000,1
GovTech,2000,1
Email,2000,3
Dietary Supplements,2000,1
Energy Storage,2000,1
Mobile,2000,23
Video Streaming,2000,3
Events,2000,1
Cloud Computing,2000,11
TV,2000,1
Biopharma,2000,3
CleanTech,2000,1
Data Storage,2000,3
Virtualization,2000,3
Optical Communication,2000,4
Computer,2000,8
Music,2000,2
Independent Music,2000,1
Marketing,2000,7
Customer Service,2000,2
EdTech,2000,2
Emergency Medicine,2000,1
Social CRM,2000,1
Communications Infrastructure,2000,5
mHealth,2000,1
Elderly,2000,1
Web Apps,2000,1
Content Delivery Network,2000,1
Mobile Advertising,2000,2
Media and Entertainment,2000,7
Broadcasting,2000,2
Social Recruiting,2000,1
Ad Targeting,2000,1
SEO,2000,4
Career Planning,2000,1
Energy,2000,4
Open Source,2000,2
Innovation Management,2000,1
Laser,2000,1
Domain Registrar,2000,1
Auctions,2000,1
PaaS,2000,3
Real Time,2000,3
Financial Exchanges,2000,1
Banking,2000,1
Text Analytics,2000,1
Natural Language Processing,2000,1
Machine Learning,2000,4
FinTech,2000,3
Accounting,2000,2
Insurance,2000,1
Shipping,2000,1
Logistics,2000,2
Enterprise,2000,2
Data Center,2000,3
ERP,2000,1
Real Estate,2000,4
Asset Management,2000,2
Wine And Spirits,2000,1
Food and Beverage,2000,1
Craft Beer,2000,1
Local,2000,2
Training,2000,1
Property Management,2000,2
Data Mining,2000,1
Outsourcing,2000,2
Web Browsers,2000,1
Staffing Agency,2000,1
Intelligent Systems,2000,1
Compliance,2000,1
Government,2000,1
Graphic Design,2000,1
Cloud Storage,2000,1
Digital Entertainment,2000,2
Social,2000,1
Commercial,2000,1
Environmental Consulting,2000,1
Recycling,2000,1
Industrial,2000,1
Cyber Security,2000,4
Art,2000,3
iOS,2000,1
Navigation,2000,3
Technical Support,2000,1
Procurement,2000,1
Non Profit,2000,2
Biometrics,2000,2
Sports,2000,2
Blogging Platforms,2000,1
News,2000,1
Social News,2000,1
Social Media,2000,3
Collaboration,2000,4
Emerging Markets,2000,1
IT Management,2000,2
Dating,2000,1
File Sharing,2000,1
Video,2000,8
Mobile Payments,2000,1
Apps,2000,5
Water,2000,1
Retail Technology,2000,1
Stock Exchanges,2000,1
Crowdsourcing,2000,1
Product Design,2000,2
Geospatial,2000,1
Cloud Data Services,2000,1
Location Based Services,2000,2
CRM,2000,2
Beauty,2000,1
Cosmetics,2000,1
Developer APIs,2000,1
Messaging,2000,2
Wellness,2000,1
Fuel Cell,2000,1
Video on Demand,2000,1
Agriculture,2000,1
Energy Efficiency,2000,1
Battery,2000,1
Gamification,2000,1
Video Games,2000,1
Gaming,2000,2
Android,2000,2
Film,2000,2
Animation,2000,1
Marketplace,2000,4
Sensor,2000,1
Ticketing,2000,2
Knowledge Management,2000,1
Business Development,2000,1
Rental,2000,1
Private Cloud,2000,1
Green Consumer Goods,2000,1
Windows Phone,2000,1
Software Engineering,2000,1
Architecture,2000,1
Management Information Systems,2000,1
Delivery,2000,1
Ad Network,2000,1
Advertising Platforms,2000,1
Higher Education,2000,1
Corporate Training,2000,1
Commercial Real Estate,2000,1
Angel Investment,2000,1
Predictive Analytics,2000,1
B2B,2000,3
Artificial Intelligence,2000,2
Billing,2000,1
Subscription Service,2000,1
Sustainability,2000,1
Identity Management,2000,1
Enterprise Applications,2000,1
Business Information Systems,2000,1
App Marketing,2000,1
Video Conferencing,2000,1
Audio,2000,1
Event Management,2000,1
Lead Management,2000,1
PC Games,2000,1
Casual Games,2000,1
Developer Tools,2000,1
Automotive,2000,1
Telecommunications,2009,12
PaaS,2009,12
Video,2009,26
Video Streaming,2009,9
Cloud Data Services,2009,11
Audio,2009,5
Mobile,2009,117
Social Media Marketing,2009,13
Shopping,2009,12
Advertising,2009,75
Social Media,2009,76
Venture Capital,2009,4
Finance,2009,31
Software,2009,142
Payments,2009,15
E-Commerce,2009,69
Billing,2009,4
Affiliate Marketing,2009,1
